State,District,Latitude,Longitude,District code,Population,Male,Female,Literate,Male_Literate,Female_Literate,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others_Religions,Rural_Households,Urban_Households,Households_with_Internet,Housholds_with_Electric_Lighting,Below_Primary_Education,Primary_Education,Middle_Education,Secondary_Education,Higher_Education,Graduate_Education,Other_Education,Literate_Education,Illiterate_Education,Total_Education,Age_Group_0_29,Age_Group_30_49,Age_Group_50,Sex_Ratio,Literacy_Rate,Gender_Parity_Index ,Illiterate_Education_Rate,Literate_Education_Rate
Uttar Pradesh,Ghazipur,25.624724775583484,83.5360854578097,195,3620268,1855075,1765193,2197549,1293553,903996,3233790,368153,4181,810,3145,213,184,700173,61467,5309,105767,566504,691057,563310,449909,334003,186306,12795,2803884,1008996,3812880,2234593,774130,556273,952.0,61.0,0.7285714285714285,26.0,74.0
Uttar Pradesh,Gonda,27.157215552099505,82.0226888024882,183,3433919,1787146,1646773,1679994,1034181,645813,2739076,678615,4735,1893,649,338,57,673578,52794,4313,104084,678171,425584,305644,192664,144067,118176,8722,1873028,1620782,3493810,2223078,734903,464584,921.0,49.0,0.6724137931034483,46.0,54.0
Uttar Pradesh,Gorakhpur,26.63315886792452,83.3549560377358,188,4440895,2277777,2163118,2700328,1593890,1106438,4009037,403847,9662,2123,2848,460,207,761958,189170,14597,296619,873031,618398,560246,425913,316166,273903,36253,3103910,1453960,4557870,2755630,992114,659677,950.0,61.0,0.7285714285714285,32.0,68.0
Uttar Pradesh,Hardoi,27.337409090909137,80.26411767676768,155,4092845,2191442,1901403,2221601,1374587,847014,3508131,556219,5822,5688,6671,446,98,786613,121064,3845,95508,741817,906861,510507,247265,138583,103523,9048,2657604,1481604,4139208,2598364,905306,559988,868.0,54.0,0.7142857142857143,36.0,64.0
Uttar Pradesh,Jalaun,26.067954587155988,79.36686911314993,165,1689974,906092,783882,1075196,653430,421766,1509708,171581,1148,463,2875,256,145,304856,91565,2217,104176,169207,327534,282919,167911,104699,106888,10399,1169557,461666,1631223,1002817,410090,274954,865.0,64.0,0.75,28.0,72.0
Uttar Pradesh,Jaunpur,25.70141280913127,82.54315351934063,194,4494204,2220465,2273739,2731677,1565394,1166283,3981502,483750,4947,1286,7898,349,114,926088,80582,8002,181467,665376,939616,769693,520111,353996,256398,25909,3531099,1344789,4875888,2826453,927026,689979,1024.0,61.0,0.7285714285714285,28.0,72.0
Uttar Pradesh,Jhansi,25.45581535234902,78.89954580536917,166,1998603,1057436,941167,1304513,783705,520808,1823930,147842,7050,4951,1203,7328,311,309592,195321,8517,183340,184997,370685,341371,186348,99814,92586,11783,1287584,483088,1770672,1171301,510728,308331,890.0,65.0,0.7432432432432432,27.0,73.0
Uttar Pradesh,Jyotiba Phule Nagar,28.870498984771597,78.39009365482241,137,1840221,963449,876772,983110,600541,382569,1075440,750368,5952,5295,189,517,21,335888,115486,2825,89329,251669,352835,230640,161282,164763,69522,3021,1233732,520215,1753947,1227283,391275,215849,910.0,53.0,0.7096774193548387,30.0,70.0
Uttar Pradesh,Kannauj,26.993988617886185,79.64437940379408,160,1656616,881776,774840,1017087,603596,413491,1375788,273967,1263,504,2033,606,65,299785,65985,2488,61491,237853,283674,263749,175582,107628,95072,7194,1170752,543034,1713786,1069916,361028,223535,879.0,61.0,0.7794117647058824,32.0,68.0
Uttar Pradesh,Kanpur Dehat,26.43047641196011,79.98710083056478,163,1796184,963255,832929,1170243,692964,477279,1612968,176327,1300,478,819,155,103,363933,41323,2682,49753,235341,344866,341845,223529,157167,97740,5930,1406418,475166,1881584,1100820,415918,276272,865.0,65.0,0.7916666666666666,25.0,75.0
Uttar Pradesh,Kaushambi,25.53587532051282,81.41811282051287,174,1599596,838485,761111,813424,507279,306145,1372381,220423,2225,522,687,545,3,349856,30764,1503,43753,184229,253910,180825,146757,89011,45341,5115,905188,670750,1575938,1034099,336401,210556,908.0,51.0,0.6666666666666666,43.0,57.0
Uttar Pradesh,Kushinagar,26.892530675909864,83.92261542461007,189,3564544,1818055,1746489,1954820,1183722,771098,2928462,620244,5006,767,4619,383,133,742324,42775,3486,127331,836856,424892,367405,249265,170911,119625,11970,2180924,1550315,3731239,2236842,772777,500373,961.0,55.0,0.676923076923077,42.0,58.0
Uttar Pradesh,Lalitpur,24.58877161016945,78.60082330508473,167,1221592,641011,580581,641191,397586,243605,1163804,33724,1351,1034,69,20390,41,258013,43819,1079,77082,185575,202692,154118,61543,32237,34658,3535,674358,509536,1183894,793551,265080,159666,906.0,52.0,0.6774193548387096,43.0,57.0
Uttar Pradesh,Lucknow,26.838233589251463,80.89706026871404,157,4589838,2394476,2195362,3127260,1742440,1384820,3537787,985070,20493,23883,3877,4975,504,344155,717566,68506,582769,489898,554301,552171,428121,378742,639260,52132,3094625,1146880,4241505,2678289,1161686,685258,917.0,68.0,0.863013698630137,27.0,73.0
Uttar Pradesh,Mahoba,25.34529670138888,79.67863003472216,169,875958,466358,409600,488106,302283,185823,815142,57454,965,389,94,234,157,198298,48525,1316,42936,119002,141201,131165,60400,33810,37165,3926,526669,403649,930318,527067,201394,137393,878.0,56.0,0.6923076923076923,43.0,57.0
Uttar Pradesh,Mainpuri,27.17386862302482,79.03501851015807,148,1868529,993377,875152,1203885,712110,491775,1746649,100723,1729,475,8814,4161,38,338475,72783,2642,79022,234774,353287,319158,230731,144516,111696,12281,1406443,519493,1925936,1193660,402321,265638,881.0,64.0,0.7777777777777778,27.0,73.0
Uttar Pradesh,Mathura,27.59390432801821,77.62153416856502,145,2547184,1367125,1180059,1507746,943346,564400,2310776,216933,3179,2872,883,2056,126,407488,177802,8726,281239,303291,420976,344961,233264,155937,103102,10262,1571793,691359,2263152,1600686,535738,327854,863.0,59.0,0.6956521739130435,31.0,69.0
Uttar Pradesh,Mau,26.01082203791469,83.50582654028433,192,2205968,1114709,1091259,1363044,773082,589962,1769937,428555,2109,340,564,155,129,352207,99321,2656,149908,344570,410737,320743,256784,209493,150462,15771,1708560,659237,2367797,1402738,467343,323260,979.0,62.0,0.782608695652174,28.0,72.0
Uttar Pradesh,Meerut,29.02957625698323,77.80611005586593,138,3443689,1825743,1617946,2141488,1254520,886968,2183255,1185643,10582,24912,1855,18544,236,381520,422303,23717,425624,412280,495861,469403,359944,254337,275076,36096,2302997,990312,3293309,2165117,780475,451827,886.0,62.0,0.7971014492753623,30.0,70.0
Uttar Pradesh,Mirzapur,25.10207959183675,82.60126628571429,199,2496970,1312302,1184668,1428683,865837,562846,2292534,195765,2373,1133,341,701,27,465152,77963,4447,145997,361642,421577,340261,232189,177109,140668,17680,1691126,868542,2559668,1590528,552177,346773,903.0,57.0,0.7272727272727273,34.0,66.0
Uttar Pradesh,Moradabad,28.851770406189537,78.73580193423597,135,4772006,2503186,2268820,2263848,1357435,906413,2488265,2248392,13157,7555,1260,2426,382,692398,355518,11690,281758,635957,725118,492338,296210,186311,186489,23372,2545795,2097292,4643087,3168270,988486,525574,906.0,47.0,0.7407407407407407,45.0,55.0
Uttar Pradesh,Muzaffarnagar,29.470507977736563,77.64017847866423,133,4143512,2193434,1950078,2417339,1448528,968811,2382914,1711453,6495,18601,1516,16345,60,673746,296104,10077,368153,826387,780470,531913,281747,148770,98691,5608,2673586,1431537,4105123,2671757,911621,544283,889.0,58.0,0.7575757575757576,35.0,65.0
Uttar Pradesh,Pilibhit,28.52024175035868,79.90103974175037,151,2031007,1072002,959005,1061095,654290,406805,1449007,489686,3510,84787,360,138,45,371752,89638,2870,83006,294135,281158,240057,117838,77602,66129,9713,1086632,977839,2064471,1320476,449673,256276,895.0,52.0,0.6885245901639344,47.0,53.0
Uttar Pradesh,Pratapgarh,25.864842731707316,81.93530048780492,131,867848,437744,430104,401515,250122,151393,827293,25597,358,72,32,14077,27,209813,24269,716,71612,142397,111276,70969,35206,21854,19109,2137,402948,488621,891569,545987,204801,115608,983.0,46.0,0.6140350877192983,55.0,45.0
Uttar Pradesh,Pratapgarh,25.864842731707316,81.93530048780492,173,3209141,1606085,1603056,1931559,1121381,810178,2731351,452394,3920,1451,7795,746,43,711085,41701,5149,140538,427626,558350,456752,332742,238011,197846,20047,2231374,1059636,3291010,2002569,703727,492097,998.0,60.0,0.7285714285714285,32.0,68.0
Uttar Pradesh,Rae Bareli,26.253902840059787,81.22260463378181,158,3405559,1752542,1653017,1965843,1165965,799878,2975998,413243,3634,2424,722,397,602,705025,73393,5184,247856,540661,538301,477689,270775,182823,153041,15662,2178952,1286726,3465678,2116007,776583,506583,943.0,58.0,0.7164179104477612,37.0,63.0
Uttar Pradesh,Rampur,28.83244727272725,79.10977333333337,136,2335819,1223889,1111930,1043666,630408,413258,1073890,1181337,9201,65316,384,1307,63,396775,143217,3847,131112,278477,374898,171242,85117,51703,43839,3169,1008445,1235413,2243858,1576123,491164,258913,909.0,45.0,0.7115384615384616,55.0,45.0
Uttar Pradesh,Saharanpur,30.03381165217392,77.59905147826095,132,3466382,1834106,1632276,2077108,1220114,856994,1966892,1454052,6523,18627,1937,10208,135,605082,284156,9699,404499,474060,600668,431491,256510,163463,154153,10083,2090428,1279517,3369945,2228689,769736,433862,890.0,60.0,0.7910447761194029,38.0,62.0
Uttar Pradesh,Sant Kabir Nagar,26.791596516393444,83.0387764344262,186,1715183,869656,845527,954949,567098,387851,1300586,404410,1766,447,4393,95,35,324972,27179,2031,79525,341757,290532,205875,129442,86528,63506,8882,1126522,683053,1809575,1108368,352395,250502,972.0,56.0,0.7076923076923077,38.0,62.0
Uttar Pradesh,Shahjahanpur,27.991389350649328,79.8302275324675,152,3006538,1606403,1400135,1490930,915142,575788,2412595,527581,4630,51090,2312,301,84,520289,134714,3889,115163,451571,476064,315873,158430,96308,87355,8885,1594486,1324615,2919101,1961237,652237,368743,872.0,50.0,0.7192982456140351,45.0,55.0
Uttar Pradesh,Sitapur,27.501995963091108,80.85288881199547,154,4483992,2375264,2108728,2283733,1397702,886031,3555450,893725,6579,11611,2663,1410,79,827583,111319,3874,102040,714304,656401,482220,221898,136383,127750,8775,2347731,2141696,4489427,2862383,1000987,588318,888.0,51.0,0.711864406779661,48.0,52.0
Uttar Pradesh,Sonbhadra,24.46693268858798,83.06816324951639,200,1862559,971344,891215,985708,601988,383720,1738769,103567,3963,1649,1747,487,1907,337048,91040,5149,95582,306218,297226,212565,120822,82614,63846,9357,1092648,745126,1837774,1203938,418914,237866,918.0,53.0,0.6935483870967742,41.0,59.0
Uttar Pradesh,Sultanpur,26.2846386419753,82.05710456790123,179,3797117,1914586,1882531,2239902,1300248,939654,3119590,650261,4453,1629,9989,426,336,839737,49891,5956,233701,460210,637015,526973,306046,188848,176414,15277,2310783,1118891,3429674,2376875,828222,580164,983.0,59.0,0.7352941176470589,33.0,67.0
Uttar Pradesh,Unnao,26.63163990895297,80.636773292868,156,3108367,1630087,1478280,1773584,1053063,720521,2732016,363453,3574,1204,920,240,31,596317,121039,3476,99466,501457,512965,415378,240024,136688,101934,7173,1915619,1130103,3045722,1893706,706851,453462,907.0,57.0,0.7538461538461538,37.0,63.0
Uttar Pradesh,Varanasi,25.36057088888889,82.82529666666672,197,3676841,1921857,1754984,2403903,1389116,1014787,3107681,546987,7696,3309,1146,1898,298,438935,316129,19214,336056,467782,608174,557052,447926,351391,281652,34841,2748818,906367,3655185,2260457,856070,531549,913.0,65.0,0.8055555555555556,25.0,75.0
Uttaranchal,Almora,29.683532133676103,79.50165064267351,64,622506,291081,331425,436497,231604,204893,611250,7752,1895,256,201,31,6,260056,21082,1830,109876,90864,120029,115810,76148,53026,37742,2263,495882,109556,605438,351595,141238,128994,1139.0,70.0,0.775,18.0,82.0
Uttaranchal,Bageshwar,29.98703393393397,79.83954354354357,63,259898,124326,135572,179483,97546,81937,257509,1440,397,46,102,7,16,96031,3880,435,47083,38113,47788,50340,31224,20785,10900,675,199825,49539,249364,147488,60569,51672,1090.0,69.0,0.7692307692307693,20.0,80.0
Uttaranchal,Chamoli,30.58338611464965,79.56281095541402,57,391605,193991,197614,280556,155395,125161,385818,4395,428,323,190,11,23,163434,22906,899,71524,47447,68435,67519,47703,32557,27168,2367,293196,61950,355146,229715,93182,67873,1019.0,72.0,0.7875,17.0,83.0
Uttaranchal,Champawat,29.29142393939393,80.07720212121217,65,259648,131125,128523,177726,102015,75711,249563,8693,870,336,24,28,6,85202,12839,548,37725,36127,48093,45766,23610,18360,15110,1317,188383,62429,250812,156916,60722,41913,980.0,68.0,0.7564102564102564,25.0,75.0
Uttaranchal,Pithoragarh,30.14720631868129,80.34229230769236,62,483439,239306,244133,345550,189623,155927,475105,6015,1401,260,185,13,30,183687,26256,1344,95421,63591,87585,90983,56591,42086,28375,2237,371448,88036,459484,273494,116749,92517,1020.0,71.0,0.810126582278481,19.0,81.0
Uttaranchal,Tehri Garhwal,30.463700918635173,78.48783792650917,59,618931,297986,320945,407994,227406,180588,609835,7374,656,290,32,91,109,227059,27177,1366,117239,72163,103462,95417,74008,58434,30704,2073,436261,133013,569274,368324,139371,109998,1077.0,66.0,0.7368421052631579,23.0,77.0
Uttaranchal,Udham Singh Nagar,29.02779577677222,79.45629004524895,67,1648902,858783,790119,1037839,598525,439314,1104452,372267,6064,162768,505,738,159,269406,145253,7883,254802,179602,302653,232381,169274,113661,111062,11786,1120419,438598,1559017,1042614,392370,212223,920.0,63.0,0.8,28.0,72.0
Uttaranchal,Uttarkashi,30.968958552036234,78.56880615384617,56,330086,168597,161489,215126,128237,86889,324859,3554,353,167,563,74,105,112148,9061,602,52621,43442,46625,47640,30901,24989,18882,981,213460,83896,297356,202426,75997,51245,958.0,65.0,0.7105263157894737,28.0,72.0
West Bengal,Bankura,23.081280892857155,87.12640053571437,339,3596674,1838095,1758579,2232992,1299337,933655,3033581,290450,3865,386,260,2904,260694,900515,90885,4273,334670,450029,545200,686924,261478,143882,133465,20379,2241357,1417787,3659144,1942335,1014764,637834,957.0,62.0,0.7464788732394366,39.0,61.0
West Bengal,Barddhaman,23.444453888888884,87.8150581111111,335,7717563,3966889,3750674,5247208,2918040,2329168,6008472,1599764,21220,16675,1602,1674,44968,1364868,862368,32323,1049943,800473,1437198,1605634,698251,405935,439823,62616,5449930,2196886,7646816,4149420,2265543,1292913,945.0,68.0,0.8378378378378378,29.0,71.0
West Bengal,Birbhum,24.06389342723,87.65153089201888,334,3502404,1790920,1711484,2158447,1201481,956966,2181515,1298054,10906,582,258,1152,6051,831044,134565,5210,333752,417769,661190,622372,245201,122865,115743,15205,2200345,1346802,3547147,2008655,952059,539463,956.0,62.0,0.835820895522388,38.0,62.0
West Bengal,Dakshin Dinajpur,25.342094363021435,88.69821679819614,331,1676276,857199,819077,1083685,596474,487211,1232850,412788,24794,276,148,323,2786,390949,70077,2518,168069,247675,323965,327064,135556,63286,52345,5190,1155081,534394,1689475,937283,465982,271423,956.0,65.0,0.8428571428571429,32.0,68.0
West Bengal,Darjiling,26.839619571045585,88.33145067024122,327,1846823,937259,909564,1315585,717673,597912,1366681,105086,141848,2032,209240,1840,15523,303284,215675,10943,297176,183479,344865,402415,176129,113905,110193,12851,1343837,415353,1759190,1031221,523288,289979,970.0,71.0,0.8571428571428571,24.0,76.0
West Bengal,Haora,22.401674174428507,87.99421176968654,341,4850029,2500819,2349210,3605206,1942824,1662382,3535844,1270641,8666,4380,1258,9699,1265,483384,869313,30751,796953,516323,1059842,1084155,446743,284481,304594,37027,3733165,926661,4659826,2587164,1423304,833104,939.0,74.0,0.9102564102564102,20.0,80.0
West Bengal,Hugli,22.87929264705881,88.00010264705891,338,5519145,2814653,2704492,4078388,2211777,1866611,4574569,870204,7300,2662,1730,2160,49050,992085,647953,31725,965258,676265,1172797,1174912,515807,333658,380060,44252,4297751,1180806,5478557,2766489,1688206,1060821,961.0,74.0,0.8734177215189873,22.0,78.0
West Bengal,Jalpaiguri,26.62642031250004,89.04154375000003,328,3872846,1983064,1889782,2498780,1396622,1102158,3156781,445817,186279,2994,50676,1461,23816,798378,319426,9322,382500,455854,765613,814395,292056,150360,129393,18916,2626587,1203423,3830010,2259507,1035449,575667,953.0,65.0,0.8285714285714286,31.0,69.0
West Bengal,Kolkata,22.550581481481483,88.3527648148148,342,4496694,2356766,2139928,3588137,1926915,1661222,3440290,926414,39758,13849,4771,21178,1452,0,1308106,136618,927602,255171,597841,820902,555529,425245,691804,89701,3436193,410988,3847181,2025389,1433314,1014769,908.0,80.0,0.9512195121951219,11.0,89.0
West Bengal,Maldah,25.08026802575105,88.17191684549356,332,3988845,2051541,1937304,2086432,1152019,934413,1914352,2045151,13209,747,359,639,7929,830318,128678,5357,297716,478902,629137,595551,238078,109719,92207,18330,2161924,1960034,4121958,2511004,955283,520122,944.0,52.0,0.8571428571428571,48.0,52.0
West Bengal,Murshidabad,24.25950655391121,88.16816860465121,333,7103807,3627564,3476243,4055834,2177187,1878647,2359061,4707573,18102,766,348,3037,7429,1501066,350899,7951,541169,837828,1428661,1210859,443254,230242,170051,25975,4346870,3031841,7378711,4390564,1717594,991413,958.0,57.0,0.9,41.0,59.0
West Bengal,Nadia,23.56410971055088,88.58293034547152,336,5167600,2653768,2513832,3480555,1878866,1601689,3728482,1382682,33835,849,514,281,16893,1081381,468390,12787,623729,605490,1093403,1052487,412193,236828,209562,25491,3635454,1570127,5205581,2745828,1484986,934417,947.0,67.0,0.9014084507042254,30.0,70.0
West Bengal,Puruliya,23.254192328767108,86.3968532876713,340,2930115,1496996,1433119,1624905,1002058,622847,2373120,227249,8646,622,209,3052,309029,653219,99433,3551,189889,299355,480046,528068,177459,91807,77621,10072,1664428,1272799,2937227,1678057,764776,484166,957.0,55.0,0.6417910447761194,43.0,57.0
West Bengal,Uttar Dinajpur,26.044619165196977,88.23595232216337,330,3007134,1551066,1456068,1489667,853495,636172,1482943,1501170,16702,477,432,1324,1622,683981,94269,2883,199307,402590,488047,422777,163106,73395,59457,12723,1622095,1431264,3053359,1916033,704859,385155,939.0,50.0,0.8,47.0,53.0
